,text,text_clean
6386,"Vidio ter.juozz
  Miris liatnya . ""Nyugehne wong sugeh"" 
  Dari sini kita disadarkan untuk berhemat dlm penggunaan listrik
  Karena kita jg pelaku sbnrnya (penikmat listrik).kbthn lstrik smkn brtmbh .tnggl bgaimana kita sebisa mngkin mengurangi pnggunaan lstrik",vidio terjuozz miris liatnya nyugehne wong sugeh dari sini kita disadarkan untuk berhemat dlm penggunaan listrik karena kita jg pelaku sbnrnya penikmat listrikkbthn lstrik smkn brtmbh tnggl bgaimana kita sebisa mngkin mengurangi pnggunaan lstrik
6387,Rusak terus..rusak semuanya..,rusak terusrusak semuanya
6388,"Kalau diperhatikan hampir semua petinggi militer jaman Suharto yg subur makmur dan punya tambang duit, apa mungkin ini strategi pak Suharto dulu untuk membuat semua bawa hanya loyal. Sehingga mudah dikontrol untuk mengendalikan masyarakat.",kalau diperhatikan hampir semua petinggi militer jaman suharto yg subur makmur dan punya tambang duit apa mungkin ini strategi pak suharto dulu untuk membuat semua bawa hanya loyal sehingga mudah dikontrol untuk mengendalikan masyarakat
6389,Njir 15k dislike.. ni yg dislike ngerti masalah ga sih ?? Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡,njir k dislike ni yg dislike ngerti masalah ga sih
6390,"Timses-timsesnya knp dihubungkan dgn PT Rakabu ya? Smp menyebut modal utama yg mencapai 31M. Lalu hubungan dengan PT PLTU? 
  Mohon pencerahan Ã°Å¸â„¢Â Terimakasih",timsestimsesnya knp dihubungkan dgn pt rakabu ya smp menyebut modal utama yg mencapai m lalu hubungan dengan pt pltu mohon pencerahan terimakasih
6391,"Sexy Killers...
  Sudut pandang pribadi setelah nonton video dokumenter ini, sejenak tinggalkan dulu pemikiran-pemikiran kita tentang riwuhnya gejolak politik. Walaupun banyak yg masih berpikir tentang tokoh-tokoh yang disebutkan lalu diambillah kesimpulan si ini lebih baik dari si itu, karena begini dan begitu, dst. Ada juga sudut pandang yang akhirnya bersyukur sudah memilih golput kemarin. Hellouw *ngomong pake gaya JoeKal*. Kenapa video itu dirilis justru disaat2 puncak, seolah2 Watchdoc menggiring opini kita utk menyadari siapa nih dibalik masing2 kubu. Padahal sebenarnya video ini lebih kearah edukatif. Memberi pengetahuan ke kita semua, selama ini suara mereka yg berada di lingkungan sekitar PLTU yg nyaris terlalu kecil utk kita dengarkan. Nyaris terlalu pelan tangisan mereka utk kita dengar saat kantong2 jenazah org2 yg mereka sayangi diangkat dari lubang bekas galian. Di video ini, kita bisa tahu ketegasan Muh. Nasir dr partai Demokrat di Komisi VII DPR-RI yg begitu tegas meminta penjelasan kenapa lubang itu tidak ditutup !. Atau pun tanggapan seorang Gubernur yg terkekeh-kekeh dengan entengnya jawab ""ya udah nasibnya dia masuk dlm lubang galian"". Pak, banyak netizen yg pengen liat anda masuk lubang itu biar mereka bisa blg "" itu udah nasib lu"". Atau seorang bapak yg menangis akan jadi apa nasib anak2nya bila dibangun PLTU dkt dengan rumahnya. Begitu juga dengan anak2 yg terserang batuk, asma, ataupun org dewasa yg terkena kanker akibat polusi udara krn bermukim dekat PLTU.. Ini bukan tentang si capres A dan B. Ini tentang kita. Kita yg mencak2 kalo lampu mati satu jam, listrik mahal, tv gak ada yg nonton dinyalain, cuaca panas tik nyalain ac berjam2.. Tanpa tahu darimana sumber pasokan listrik itu ada, ataupun dampak apa yg saudara2 kita terima.. Malu sama diri kita kalau nonton itu sampai selesai. Mulai dari keluarga, ajarkan anak2, suami-istri kita, gunakan listrik dengan bijak. Bahkan ada satu pernyataan menarik di video ini. Kenapa bisa memberikan kredit motor tapi tidak bisa memberikan kredit utk panel solar cell bagi masyarakat, utk meminimalisir penggunaan listrik berbahan baku batubara.. 
  Untuk bisa mencerna informasi dengan bijak, jangan hanya gunakan wawasan yg luas tapi juga hati yg luas mau menerima sbg pembelajaran bagi hidup yg lebih baik.
  
  Ketika pohon terakhir ditebang,
  Ketika sungai terakhir dikosongkan,
  Ketika ikan terakhir ditangkap,
  Barulah manusia akan menyadari bahwa dia tidak dapat memakan uang.
  
  Eric Weiner,Ã‚ The Geography of Bliss: One Grump's Search for the Happiest Places in the World
  
  FW
  -self reminder-",sexy killers sudut pandang pribadi setelah nonton video dokumenter ini sejenak tinggalkan dulu pemikiranpemikiran kita tentang riwuhnya gejolak politik walaupun banyak yg masih berpikir tentang tokohtokoh yang disebutkan lalu diambillah kesimpulan si ini lebih baik dari si itu karena begini dan begitu dst ada juga sudut pandang yang akhirnya bersyukur sudah memilih golput kemarin hellouw ngomong pake gaya joekal kenapa video itu dirilis justru disaat puncak seolah watchdoc menggiring opini kita utk menyadari siapa nih dibalik masing kubu padahal sebenarnya video ini lebih kearah edukatif memberi pengetahuan ke kita semua selama ini suara mereka yg berada di lingkungan sekitar pltu yg nyaris terlalu kecil utk kita dengarkan nyaris terlalu pelan tangisan mereka utk kita dengar saat kantong jenazah org yg mereka sayangi diangkat dari lubang bekas galian di video ini kita bisa tahu ketegasan muh nasir dr partai demokrat di komisi vii dprri yg begitu tegas meminta penjelasan kenapa lubang itu tidak ditutup atau pun tanggapan seorang gubernur yg terkekehkekeh dengan entengnya jawab ya udah nasibnya dia masuk dlm lubang galian pak banyak netizen yg pengen liat anda masuk lubang itu biar mereka bisa blg itu udah nasib lu atau seorang bapak yg menangis akan jadi apa nasib anaknya bila dibangun pltu dkt dengan rumahnya begitu juga dengan anak yg terserang batuk asma ataupun org dewasa yg terkena kanker akibat polusi udara krn bermukim dekat pltu ini bukan tentang si capres a dan b ini tentang kita kita yg mencak kalo lampu mati satu jam listrik mahal tv gak ada yg nonton dinyalain cuaca panas tik nyalain ac berjam tanpa tahu darimana sumber pasokan listrik itu ada ataupun dampak apa yg saudara kita terima malu sama diri kita kalau nonton itu sampai selesai mulai dari keluarga ajarkan anak suamiistri kita gunakan listrik dengan bijak bahkan ada satu pernyataan menarik di video ini kenapa bisa memberikan kredit motor tapi tidak bisa memberikan kredit utk panel solar cell bagi masyarakat utk meminimalisir penggunaan listrik berbahan baku batubara untuk bisa mencerna informasi dengan bijak jangan hanya gunakan wawasan yg luas tapi juga hati yg luas mau menerima sbg pembelajaran bagi hidup yg lebih baik ketika pohon terakhir ditebang ketika sungai terakhir dikosongkan ketika ikan terakhir ditangkap barulah manusia akan menyadari bahwa dia tidak dapat memakan uang eric weiner the geography of bliss one grumps search for the happiest places in the world fw self reminder
6392,Terimakasih atas ad Vidio ini terlihat para mafia tambang batubara,terimakasih atas ad vidio ini terlihat para mafia tambang batubara
6393,"Berdasarkan video ini kita sadar bahwa kerusakan lingkungan Yg parah ini dampak negative nya tidak hanya di alami di indonesia tapi di seluruh dunia, muncul pertanyaan Apa yang salah.?
  Yg salah dan harus di ganti adalah system, system dimana kapitalisme menjadi panglima ekonomi, yang hanya mementingkan prifit, profit akan akan meracuni semua pikiran manusia untuk menujuh keserakahan",berdasarkan video ini kita sadar bahwa kerusakan lingkungan yg parah ini dampak negative nya tidak hanya di alami di indonesia tapi di seluruh dunia muncul pertanyaan apa yang salah yg salah dan harus di ganti adalah system system dimana kapitalisme menjadi panglima ekonomi yang hanya mementingkan prifit profit akan akan meracuni semua pikiran manusia untuk menujuh keserakahan
6394,"Yang kaya semakin kaya 
  Yang miskin semakin miskin
  Yang menderita semakin menderita
  Yang sengsara semakin sengsara
  
  Mau sampai kapan negri kita akan seperti ini. ?",yang kaya semakin kaya yang miskin semakin miskin yang menderita semakin menderita yang sengsara semakin sengsara mau sampai kapan negri kita akan seperti ini
6395,Ini hanya bagian kecil betapa keji nya para penguasa di negri ini.,ini hanya bagian kecil betapa keji nya para penguasa di negri ini
6396,Ya allah dimanakah kata merdeka????,ya allah dimanakah kata merdeka
6397,"Yg berkuasa dan bertanggungjawab akan semua itu menutup mata dan berpura"" dan akan slalu berpura"" semuanya baik"" saja.. bersabarlah Indonesia Ku",yg berkuasa dan bertanggungjawab akan semua itu menutup mata dan berpura dan akan slalu berpura semuanya baik saja bersabarlah indonesia ku
6398,"Ini film dokumenter cuma melihat dari satu sisi doang, tambang batubara itu sangat kompleks akar permasalahannya",ini film dokumenter cuma melihat dari satu sisi doang tambang batubara itu sangat kompleks akar permasalahannya
6399,"Sebenarnya tujuan utama PLTU untuk mencukupi listrik tiap tiap rumah, semakin banyak rumah dan semakin banyak benda baru yang di perlukan untuk di cas maka semakin cepat juga PLTU membuat bangunan baru, kenapa /? Karena secara tidak langsung tuntutan masyarakat juga mengapa PLTU ini semakin berkembang.
  Kenapa PLTU tidak di buat aja di daerah yang terpencil yang belum adanya listrik saja ?
  Jika kalian udah liat video ini full maka jangan suka marah jika listrik padam, jangan banyak yang ngomelÃ‚Â² di medsos.
  Yasudahlah intinya berhemat listrik saja maka pasokan batu bara yang ada di pulau pulau akan berkurang terutama tuntutan batu bara di pulau jawa yang sangat banyak.",sebenarnya tujuan utama pltu untuk mencukupi listrik tiap tiap rumah semakin banyak rumah dan semakin banyak benda baru yang di perlukan untuk di cas maka semakin cepat juga pltu membuat bangunan baru kenapa karena secara tidak langsung tuntutan masyarakat juga mengapa pltu ini semakin berkembang kenapa pltu tidak di buat aja di daerah yang terpencil yang belum adanya listrik saja jika kalian udah liat video ini full maka jangan suka marah jika listrik padam jangan banyak yang ngomel di medsos yasudahlah intinya berhemat listrik saja maka pasokan batu bara yang ada di pulau pulau akan berkurang terutama tuntutan batu bara di pulau jawa yang sangat banyak
6400,"Bener2 bukan hanya sekedar kalimat, tapi terjadi ""yg kaya makin kaya,yg miskin makin miskin"" Ã°Å¸ËœÂ­
  
  Allah swt tidak tidur, untuk kalian yg berada disana Ã°Å¸Ëœâ€¡",bener bukan hanya sekedar kalimat tapi terjadi yg kaya makin kayayg miskin makin miskin allah swt tidak tidur untuk kalian yg berada disana
6401,"Keren film nya .
  
  Melek saya setelah nonton video ini ,,",keren film nya melek saya setelah nonton video ini
6402,Polisi yg harusnya melihat keadilan malah di gunakan buat melawan rakyat..,polisi yg harusnya melihat keadilan malah di gunakan buat melawan rakyat
6403,"Ternyata selama ini pulau kampung halaman ku yg ku anggap baik baik saja ternyata sedang menuju kesekaratan,, ya allah ampunilah para orang-orang HEBAT di balik itu semua",ternyata selama ini pulau kampung halaman ku yg ku anggap baik baik saja ternyata sedang menuju kesekaratan ya allah ampunilah para orangorang hebat di balik itu semua
6404,Sedih lihatnya,sedih lihatnya
6405,"Berkat film ini saya semakin yakin bahwa politik akan selalu berujung bisnis. Mereka2 yg menyalonkan dan (nantinya) menjabat. Sudah pasti hanya ingin kekuasaan demi kelancaran bisnis mereka dan rekan2nya. Salut untuk pembuat film ini. Saya yakin masih banyak orang2 baik yang peduli terhadap isi alam ini, yang tidak hanya mementingkan materi (uang) untuk diri sendiri. Terima kasih untuk filmnya, what a masterpiece.",berkat film ini saya semakin yakin bahwa politik akan selalu berujung bisnis mereka yg menyalonkan dan nantinya menjabat sudah pasti hanya ingin kekuasaan demi kelancaran bisnis mereka dan rekannya salut untuk pembuat film ini saya yakin masih banyak orang baik yang peduli terhadap isi alam ini yang tidak hanya mementingkan materi uang untuk diri sendiri terima kasih untuk filmnya what a masterpiece
6406,"cemplungin guberur kaltim itu biar dia ngomong ""ini takdir saya""",cemplungin guberur kaltim itu biar dia ngomong ini takdir saya
6407,Wahh menang banyak nih yg buat film tau aja narik kehebohan netijen indo wkwk,wahh menang banyak nih yg buat film tau aja narik kehebohan netijen indo wkwk
6408,Awal mulanya kok vulgar yak? Mamak2 risau,awal mulanya kok vulgar yak mamak risau
6409,"Listrik padam diprotes masyarakat, dibuat pltu diprotes petani nelayan, maunya apa?",listrik padam diprotes masyarakat dibuat pltu diprotes petani nelayan maunya apa
6410,Setelah menonton ini saya pastikan MENDUKUNG Thanos untuk memusnahkan sebagian makhluk hidup....,setelah menonton ini saya pastikan mendukung thanos untuk memusnahkan sebagian makhluk hidup
6411,"Tetep otakku ngga akan bisa tercuci dgn bacaan apa pun... saat ini kita hidup diwaktu skg dan bukan hidup dimasa lalu.. semua kelicikian kita sudah bisa cerna.. aku tetep Prabowo !!! Dipermukaan hitam noda pasti tidak kelihatan, tapi ingat tak putih yg tak bernoda.",tetep otakku ngga akan bisa tercuci dgn bacaan apa pun saat ini kita hidup diwaktu skg dan bukan hidup dimasa lalu semua kelicikian kita sudah bisa cerna aku tetep prabowo dipermukaan hitam noda pasti tidak kelihatan tapi ingat tak putih yg tak bernoda
6412,"Prihatin sama yg nama nya PEMERINTAH!!! Pemerintah bukan mementingkan rakyat, tpi hanya mementingkan pribadi nya !",prihatin sama yg nama nya pemerintah pemerintah bukan mementingkan rakyat tpi hanya mementingkan pribadi nya
6413,"19juta like nya 800rb keatas, ayo donk like lagee",juta like nya rb keatas ayo donk like lagee
6414,"Menit 16:00 enteng banget ya jawabannya tuh gubernur udah nasib mereka,korban dalam setahun sampai 100 mati dalam kubangan....parahnya pejabat indonesia.",menit enteng banget ya jawabannya tuh gubernur udah nasib merekakorban dalam setahun sampai mati dalam kubanganparahnya pejabat indonesia
6415,"Itulah hidup di negara ini,tetap rakyat kecil yg jd korban,yg kaya makin kaya,yg miskin makin miskin",itulah hidup di negara initetap rakyat kecil yg jd korbanyg kaya makin kayayg miskin makin miskin
6416,"Asli film dokumenter terkeren yg pernah gw tonton, membuka mata kita bahwa indonesia dikuasai segelintir orang. Buat tim Ekspedisi Biru ditunggu karya berikut nya Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â",asli film dokumenter terkeren yg pernah gw tonton membuka mata kita bahwa indonesia dikuasai segelintir orang buat tim ekspedisi biru ditunggu karya berikut nya
6417,"Siapapun pemimpinnya indonesia akan seperti ini...kaya makin kaya miskin ya tetap miskin,karna perut kita bukan urusan mereka,tapi urusan kita sendiri.",siapapun pemimpinnya indonesia akan seperti inikaya makin kaya miskin ya tetap miskinkarna perut kita bukan urusan merekatapi urusan kita sendiri
6418,"Dilema emang... Kalo kalian hidup seblm tahun 90 pembangunan belm begitu pesat,kemana mana jalan kaki ,blm banyak kendaraan bermotor... Listrik cma ada di kota. Jadi kalo ingin ga ada pembangunan atau kemajuan saya kira kita kembali manual ke jaman sebelm tahun 90 an",dilema emang kalo kalian hidup seblm tahun pembangunan belm begitu pesatkemana mana jalan kaki blm banyak kendaraan bermotor listrik cma ada di kota jadi kalo ingin ga ada pembangunan atau kemajuan saya kira kita kembali manual ke jaman sebelm tahun an
6419,Youtube harusnya ada jempol utk 1 million like sekali pencet. Bagus banget ini film dokumentasi yg independen. Sayang sekali sy baru lihat stlh nyoblos. Film ini menunjukkan keterlibatan semua pihak yg terlibat dlm pilpres punya andil atas kerusakan lingkungan. Terimakasih banyak watchdoc original. You guys are the real warriors... salutes!!!,youtube harusnya ada jempol utk million like sekali pencet bagus banget ini film dokumentasi yg independen sayang sekali sy baru lihat stlh nyoblos film ini menunjukkan keterlibatan semua pihak yg terlibat dlm pilpres punya andil atas kerusakan lingkungan terimakasih banyak watchdoc original you guys are the real warriors salutes
6420,"Miris sekali apa yg trjadi di negeriku yg tercinta ini,seolah olah hal yg tidak adil sprti itu di anggap sepele demi kepentingan2 pihak tertentu ataupun pribadi,kuncinya ada di petinggi,pejabat elite dan pemimpin pusat negeri ini,jika pemerintahannya lemah dan mudah di intervensi oleh pihak2 tertentu tanpa tau makna kebenaran dan keadilan,hancurlah negeri ini,karna kebijakan pemerintah pusat sangat berperan besar atas apa yg terjadi di negeri kita ini,dia yg bertanggung jawab melindungi negeri ini dari keburukan dan keterpurukan yg terjadi d dalam negeri yg di pimpinnya melalui system pemerintahannya,semoga TUHAN memberi kita pemimpin yg tegas adil dan amanah,dan memperhatikan masalah2 yg ada di negeri ini,salah satu contohnya kejadian yg ada di samarinda mengenai penambangan yg ada dlm video ini.",miris sekali apa yg trjadi di negeriku yg tercinta iniseolah olah hal yg tidak adil sprti itu di anggap sepele demi kepentingan pihak tertentu ataupun pribadikuncinya ada di petinggipejabat elite dan pemimpin pusat negeri inijika pemerintahannya lemah dan mudah di intervensi oleh pihak tertentu tanpa tau makna kebenaran dan keadilanhancurlah negeri inikarna kebijakan pemerintah pusat sangat berperan besar atas apa yg terjadi di negeri kita inidia yg bertanggung jawab melindungi negeri ini dari keburukan dan keterpurukan yg terjadi d dalam negeri yg di pimpinnya melalui system pemerintahannyasemoga tuhan memberi kita pemimpin yg tegas adil dan amanahdan memperhatikan masalah yg ada di negeri inisalah satu contohnya kejadian yg ada di samarinda mengenai penambangan yg ada dlm video ini
